age,gender,income,education_level,marital_status,mental_health_condition,savings_amount,employment_status,family_size,debt_amount,physical_activity_level,credit_score,sleep_quality,risk_tolerance,insurance_coverage,social_support_network,stress_level,access_to_healthcare,financial_goals,resilience_score,calculated_risk_score,calculated_resilience_score,net_risk_score,risk_category,risk_resilience_ratio,debt_to_income_ratio
64,0,230662.76,1,1,3,46486.13,2,1,112860.71,2,602,0,2,0,4,10,1,4,7,59,68,-9,Medium Risk,0.86,0.49
75,0,98752.01,4,0,2,165884.25,1,8,88756.96,2,769,3,2,1,5,4,0,4,63,51,85,-34,Low Risk,0.59,0.9
38,0,144275.75,3,0,2,236059.76,1,8,148626.64,1,325,0,0,1,10,2,0,0,51,87,52,35,High Risk,1.64,1.03
41,0,244424.67,4,1,3,29068.81,3,2,56115.41,1,489,0,1,1,0,8,0,0,65,62,58,4,Medium Risk,1.05,0.23
28,0,75847.5,2,3,2,29540.3,2,7,64566.73,1,567,1,1,0,7,3,0,0,52,57,49,8,Medium Risk,1.14,0.85
52,1,15688.79,4,0,1,134027.55,0,6,31832.61,1,660,2,2,0,6,1,0,1,21,61,61,0,Medium Risk,0.98,2.03
35,0,185218.01,1,1,0,113148.02,3,2,239746.31,2,758,2,2,0,4,3,1,4,32,43,82,-39,Low Risk,0.52,1.29
58,0,106386.37,3,0,0,59267.81,0,9,93808.89,0,647,0,2,0,3,7,0,3,27,81,51,30,High Risk,1.56,0.88
36,7,189463.02,1,2,0,31522.22,0,8,199380.37,0,649,2,1,1,2,5,0,3,31,90,45,45,High Risk,1.96,1.05
50,2,216537.53,1,2,1,25426.27,3,7,126026.89,1,465,3,2,1,0,10,1,2,63,68,66,2,Medium Risk,1.01,0.58
55,0,93549.9,2,1,0,211095.61,3,4,136358.45,1,833,3,0,0,2,2,0,3,71,40,80,-40,Low Risk,0.49,1.46
31,1,107618.0,2,1,1,1073.59,2,7,213886.93,0,511,2,0,0,3,4,0,1,95,70,42,28,High Risk,1.63,1.99
33,1,23033.11,1,2,2,159644.4,2,5,69462.21,0,432,3,1,0,3,9,1,0,86,66,39,27,High Risk,1.65,3.02
56,0,197637.61,3,2,1,209863.69,2,10,232306.13,3,838,2,2,1,10,7,0,4,21,65,100,-35,Low Risk,0.64,1.18
54,1,237082.4,3,0,2,96268.85,1,6,166268.64,3,582,0,0,1,8,10,1,0,5,70,65,5,Medium Risk,1.06,0.7
28,1,132762.58,2,2,0,212093.19,0,1,78128.4,0,766,2,1,0,7,5,0,4,46,70,69,1,Medium Risk,1.0,0.59
58,1,30583.27,4,2,2,130456.5,0,1,50271.59,2,419,2,2,0,7,6,1,2,28,84,51,33,High Risk,1.62,1.64
54,7,60042.94,4,0,3,227734.66,2,10,95739.72,2,594,1,2,0,8,0,1,0,62,60,67,-7,Medium Risk,0.88,1.59
64,1,57666.02,2,3,1,195598.4,3,7,126984.25,1,833,1,0,0,5,10,1,2,100,41,82,-41,Low Risk,0.49,2.2
47,1,192834.38,2,2,1,175628.39,3,6,104898.12,1,634,3,1,1,3,8,1,0,75,49,69,-20,Low Risk,0.7,0.54
79,6,94958.98,4,1,0,150846.56,3,3,85568.84,1,335,3,2,1,9,10,0,0,21,49,67,-18,Low Risk,0.72,0.9
30,1,166100.98,1,0,1,239982.28,1,8,224800.23,1,676,0,2,1,10,2,0,0,94,84,63,21,High Risk,1.31,1.35
48,1,42605.16,3,3,3,19986.05,3,3,182579.12,1,650,2,1,0,2,3,1,0,36,52,53,-1,Medium Risk,0.96,4.29
44,7,153557.12,4,2,3,33463.58,3,9,243163.67,3,575,0,1,0,9,4,0,4,28,93,68,25,High Risk,1.35,1.58
46,1,43011.54,4,0,1,208161.55,0,6,223947.24,1,630,0,2,1,4,9,0,4,78,91,51,40,High Risk,1.75,5.21
78,2,233438.49,2,2,3,181351.38,1,2,234343.28,2,445,0,2,1,5,5,1,3,41,81,69,12,Medium Risk,1.16,1.0
52,1,182270.36,3,0,0,133962.07,3,3,45085.53,3,550,0,1,1,3,10,0,2,45,36,72,-36,Low Risk,0.49,0.25
40,0,130011.26,1,2,2,8190.31,2,8,95440.84,3,699,3,1,0,5,7,1,1,78,60,66,-6,Medium Risk,0.9,0.73
44,0,85242.82,1,2,3,199649.4,1,8,245941.01,2,403,2,0,0,6,5,0,4,65,100,47,53,High Risk,2.08,2.89
18,1,159897.74,2,3,3,233443.19,1,8,183981.21,3,606,3,1,1,10,3,1,0,32,64,76,-12,Low Risk,0.83,1.15
20,1,5767.35,2,3,2,188554.83,2,5,118287.54,0,744,3,2,1,5,9,1,0,18,48,69,-21,Low Risk,0.69,20.51
71,0,175902.35,4,2,2,235451.25,2,9,10168.42,2,719,1,0,0,0,5,1,3,88,44,92,-48,Low Risk,0.47,0.06
25,1,77947.16,1,1,2,91978.85,1,3,213360.07,1,509,0,2,0,1,6,1,3,39,88,36,52,High Risk,2.38,2.74
26,1,228154.19,3,1,1,92009.34,2,9,49811.84,0,795,3,1,0,0,9,0,2,10,52,88,-36,Low Risk,0.58,0.22
30,1,189397.2,3,3,1,185056.41,2,9,167038.75,3,715,3,1,1,0,5,0,2,56,54,89,-35,Low Risk,0.6,0.88
32,5,169063.08,1,2,0,136276.88,0,6,200105.87,0,604,2,0,0,5,10,0,2,99,100,48,52,High Risk,2.04,1.18
32,0,12332.17,1,2,1,73307.66,2,7,79510.21,1,700,1,0,1,10,8,0,2,43,54,57,-3,Medium Risk,0.93,6.45
83,6,248897.06,3,2,0,72251.02,3,1,68201.29,3,414,0,1,1,7,9,0,3,68,61,77,-16,Low Risk,0.78,0.27
45,0,13591.59,4,3,1,165658.04,2,1,147106.16,0,660,0,0,1,0,7,1,0,92,54,57,-3,Medium Risk,0.93,10.82
77,1,232630.32,4,0,1,59822.49,2,5,10686.55,2,443,1,0,1,7,3,0,0,63,35,77,-42,Low Risk,0.45,0.05
72,0,149697.31,1,2,1,13427.48,0,9,86453.43,2,386,3,2,0,8,10,0,0,6,100,49,51,High Risk,2.0,0.58
37,0,23485.43,3,2,2,243697.44,1,8,13712.66,0,426,0,1,0,10,0,0,0,50,80,45,35,High Risk,1.74,0.58
39,1,87714.54,3,0,0,138427.06,2,9,191178.39,3,726,2,2,0,7,3,0,0,32,56,77,-21,Low Risk,0.72,2.18
48,1,42199.49,4,1,3,55660.36,0,10,3229.08,0,691,2,1,1,3,0,0,3,61,58,55,3,Medium Risk,1.04,0.08
83,1,201297.45,3,2,0,103258.75,3,10,242694.6,0,676,3,1,1,6,10,1,4,18,54,90,-36,Low Risk,0.59,1.21
30,0,77397.55,1,0,2,202247.28,3,3,28567.23,0,528,2,0,1,1,1,0,1,6,49,47,2,Medium Risk,1.02,0.37
54,4,75302.53,3,0,1,38985.53,1,4,61182.56,1,831,2,1,0,1,8,1,3,54,63,69,-6,Medium Risk,0.9,0.81
47,0,96310.75,4,1,2,138457.76,3,6,11715.0,0,405,1,2,1,4,10,0,0,11,46,60,-14,Low Risk,0.75,0.12
61,0,37303.78,4,2,3,154452.36,0,1,131916.37,1,401,3,2,0,6,9,1,4,58,98,51,47,High Risk,1.88,3.54
37,0,241588.22,4,2,2,243216.26,2,2,184768.62,0,453,3,1,1,6,4,0,0,70,67,72,-5,Medium Risk,0.92,0.76
32,1,172207.8,4,1,3,110309.2,1,1,83749.8,1,650,2,1,1,0,6,1,3,54,56,72,-16,Low Risk,0.77,0.49
81,1,168808.14,1,3,0,199698.63,2,6,159918.22,3,418,2,0,1,5,3,1,3,50,36,77,-41,Low Risk,0.46,0.95
74,0,226081.89,1,1,3,70366.85,0,4,12329.35,1,664,1,0,1,2,6,1,0,48,51,64,-13,Low Risk,0.78,0.05
41,1,110022.86,3,3,0,74322.49,2,9,9979.86,2,499,0,2,1,4,10,0,1,25,41,75,-34,Low Risk,0.54,0.09
78,5,96809.61,3,0,0,7020.34,0,4,103669.21,2,830,0,1,1,1,9,1,4,65,68,67,1,Medium Risk,1.0,1.07
80,1,109867.15,3,2,1,168700.6,0,3,10275.63,1,689,0,1,1,3,2,1,3,38,51,72,-21,Low Risk,0.7,0.09
39,0,112188.86,1,0,2,143635.7,1,8,186982.76,1,425,1,2,0,6,7,1,0,62,91,48,43,High Risk,1.86,1.67
70,1,123897.05,3,2,1,33175.0,3,3,149390.76,2,367,1,1,0,5,7,1,3,99,64,60,4,Medium Risk,1.05,1.21
54,1,158522.86,3,1,1,51805.37,1,3,140929.08,0,560,3,0,0,5,9,0,1,55,71,57,14,Medium Risk,1.22,0.89
24,1,106905.9,4,0,0,180261.94,2,2,174905.94,0,699,1,0,1,5,9,1,4,78,53,68,-15,Low Risk,0.77,1.64
53,0,131244.36,1,3,3,27577.76,0,9,141522.33,2,417,0,2,1,3,3,1,2,87,77,51,26,High Risk,1.48,1.08
68,0,98701.24,1,2,1,10290.07,0,7,85707.46,0,801,2,1,1,8,4,0,2,95,59,64,-5,Medium Risk,0.91,0.87
58,0,182327.56,2,0,3,201873.22,0,9,219311.51,0,448,0,0,0,9,2,1,0,32,100,48,52,High Risk,2.04,1.2
31,0,231984.04,4,2,0,224702.2,1,3,35954.85,3,614,0,0,1,3,8,1,2,56,51,80,-29,Low Risk,0.63,0.15
27,0,51188.98,3,2,2,12325.03,2,4,40778.72,2,533,2,2,1,9,9,1,3,28,49,61,-12,Low Risk,0.79,0.8
33,0,154844.8,3,0,0,98890.21,2,8,31857.68,2,785,1,0,1,1,8,1,4,79,38,85,-47,Low Risk,0.44,0.21
33,1,218275.13,1,1,3,69757.56,1,7,183587.55,2,504,3,2,1,1,9,1,4,97,73,60,13,Medium Risk,1.2,0.84
48,1,2011.2,1,1,2,200788.65,2,3,130046.79,3,804,0,0,0,10,9,0,1,52,54,77,-23,Low Risk,0.69,64.63
45,0,184568.25,1,2,1,55348.56,2,5,61102.0,2,538,2,2,0,5,9,0,4,26,67,68,-1,Medium Risk,0.97,0.33
31,0,213839.4,3,1,2,97476.43,2,6,35102.44,0,782,1,1,1,3,6,1,2,16,26,92,-66,Low Risk,0.28,0.16
36,0,30110.24,2,1,0,71202.78,0,4,6017.55,3,557,1,2,1,0,6,0,2,51,60,43,17,Medium Risk,1.36,0.2
52,1,30212.1,4,2,0,112265.57,1,2,223266.55,0,821,1,1,0,8,0,0,4,19,62,75,-13,Low Risk,0.82,7.39
28,1,212358.09,3,0,2,97039.46,1,8,164900.86,0,490,3,0,0,2,10,0,4,5,100,55,45,High Risk,1.79,0.78
78,1,93835.35,1,0,0,157098.26,2,9,110492.33,0,558,1,0,1,2,6,1,1,57,48,52,-4,Medium Risk,0.91,1.18
27,1,88606.41,3,2,3,227978.95,0,10,3226.39,0,537,3,2,0,5,6,1,3,79,84,56,28,High Risk,1.47,0.04
20,1,76059.28,3,0,2,140151.38,1,5,17875.0,3,385,2,1,0,5,7,0,4,22,79,57,22,High Risk,1.36,0.24
76,1,26557.86,1,2,3,119091.79,1,2,78109.23,1,725,2,1,1,8,3,1,2,18,39,66,-27,Low Risk,0.58,2.94
29,1,98319.67,4,1,0,231135.61,1,6,243871.72,0,372,0,2,0,3,0,0,4,99,86,50,36,High Risk,1.69,2.48
20,5,40916.98,3,2,3,54144.71,0,9,195044.38,1,532,0,2,1,5,5,0,2,71,100,34,66,High Risk,2.86,4.77
75,6,10507.59,2,3,1,50121.94,2,3,75536.68,2,675,1,1,0,6,2,0,0,42,45,65,-20,Low Risk,0.68,7.19
70,0,237346.9,1,2,3,13744.88,1,5,40784.34,3,839,0,0,1,5,6,0,0,53,46,80,-34,Low Risk,0.57,0.17
39,1,155055.31,1,3,2,24290.41,3,2,200080.28,0,739,1,2,0,10,9,0,0,95,63,69,-6,Medium Risk,0.9,1.29
21,1,81916.88,3,3,2,193321.97,2,4,163096.94,2,563,2,1,1,2,8,1,4,95,66,65,1,Medium Risk,1.0,1.99
40,0,55596.59,4,3,0,233550.43,3,8,238281.69,2,639,2,2,0,7,5,0,4,92,58,79,-21,Low Risk,0.72,4.29
39,1,54450.54,1,1,1,178809.47,2,8,219983.26,2,645,1,0,0,0,10,1,4,78,72,51,21,High Risk,1.38,4.04
29,1,125247.09,4,2,0,96637.34,1,10,62670.24,2,521,1,1,1,2,1,0,0,54,68,50,18,Medium Risk,1.33,0.5
79,0,91195.27,3,3,3,43788.15,2,4,126045.76,2,580,2,1,1,2,8,0,4,53,56,63,-7,Medium Risk,0.88,1.38
31,1,35933.68,1,0,2,225239.35,3,1,242867.39,3,376,0,0,0,0,9,1,4,60,96,38,58,High Risk,2.46,6.76
19,5,49407.84,4,0,1,140127.5,1,6,225044.13,3,635,1,2,0,8,8,0,2,1,100,59,41,High Risk,1.67,4.55
50,0,229225.59,4,2,0,49505.24,2,10,16647.09,3,426,0,1,0,1,2,0,0,41,61,70,-9,Medium Risk,0.86,0.07
41,2,103106.58,1,0,1,97029.95,3,6,48794.05,3,761,3,2,1,5,2,0,3,43,32,83,-51,Low Risk,0.38,0.47
25,0,216933.9,1,2,1,199679.12,0,8,176619.25,1,582,1,1,0,3,0,0,3,27,100,48,52,High Risk,2.04,0.81
68,1,157580.06,3,3,0,70103.38,2,8,204408.82,0,440,2,1,0,3,6,1,2,25,57,71,-14,Low Risk,0.79,1.3
24,0,185118.48,3,2,1,135191.12,0,3,163813.36,0,398,0,0,1,10,3,0,1,9,100,48,52,High Risk,2.04,0.88
79,1,216470.66,4,3,0,20021.76,0,2,195586.23,1,403,0,1,0,5,8,1,4,26,81,61,20,Medium Risk,1.31,0.9
72,1,210770.92,1,2,0,175187.02,0,6,189329.7,0,467,1,0,1,9,4,0,0,86,75,50,25,High Risk,1.47,0.9
72,0,42606.72,2,3,0,87760.69,2,5,51094.47,3,510,0,2,0,8,6,1,4,87,41,65,-24,Low Risk,0.62,1.2
81,1,182319.05,2,3,1,70064.24,3,1,134462.43,0,598,2,2,1,10,0,1,3,77,39,75,-36,Low Risk,0.51,0.74
61,0,95704.76,3,2,2,212458.97,0,1,98977.87,3,594,3,1,0,3,1,1,0,25,80,48,32,High Risk,1.63,1.03
25,1,201908.96,4,3,1,147363.64,0,4,124505.03,2,324,0,0,0,6,10,0,3,81,100,65,35,High Risk,1.52,0.62
39,0,176263.61,1,2,2,217740.3,0,6,66995.03,0,549,1,1,0,3,8,1,0,27,86,46,40,High Risk,1.83,0.38
27,0,131994.85,1,3,2,191165.44,3,1,240041.41,0,759,2,1,0,10,4,1,3,62,60,79,-19,Low Risk,0.75,1.82
42,1,108315.71,4,1,3,119582.04,1,8,106681.27,0,624,3,2,0,9,8,1,0,55,70,66,4,Medium Risk,1.04,0.98
46,2,47894.9,4,0,0,91235.74,1,6,56011.28,3,337,0,1,1,9,3,0,2,90,68,52,16,Medium Risk,1.28,1.17
74,0,132389.14,3,1,0,193773.64,2,1,240888.58,2,749,2,0,0,0,3,1,0,69,49,71,-22,Low Risk,0.68,1.82
77,0,181774.54,4,1,1,115109.49,2,3,219293.19,1,747,2,1,1,7,2,1,4,8,40,96,-56,Low Risk,0.41,1.21
48,6,218141.49,1,1,3,52692.48,2,5,206102.91,1,359,0,2,0,6,1,1,2,25,79,64,15,Medium Risk,1.22,0.94
24,5,76501.19,3,3,2,243559.53,0,10,18821.85,2,334,0,2,1,4,3,1,3,40,83,61,22,High Risk,1.34,0.25
50,1,221268.97,2,0,1,17863.68,0,6,248396.71,0,323,2,0,0,1,10,0,1,46,100,42,58,High Risk,2.33,1.12
60,1,41370.26,4,2,3,134859.26,3,3,237518.91,1,477,0,0,0,7,8,0,2,71,85,53,32,High Risk,1.57,5.74
34,0,95801.38,1,3,0,79992.25,3,1,166292.95,3,401,2,1,1,0,3,0,1,37,64,49,15,Medium Risk,1.28,1.74
35,0,116716.58,4,3,1,153300.83,0,2,239433.35,1,621,1,1,0,3,3,1,2,99,82,59,23,High Risk,1.37,2.05
42,0,37818.37,2,1,1,94317.7,2,3,170546.96,1,789,2,1,0,1,2,1,0,39,50,59,-9,Medium Risk,0.83,4.51
43,0,21622.42,2,2,1,203113.91,1,4,195357.14,0,414,2,2,1,0,7,0,4,87,87,42,45,High Risk,2.02,9.03
41,3,135768.67,2,3,1,210806.29,1,2,161000.37,3,580,3,2,0,6,6,0,4,32,84,69,15,Medium Risk,1.2,1.19
70,1,21988.15,2,2,2,245076.19,3,9,135023.7,2,360,2,0,1,2,7,1,4,52,67,56,11,Medium Risk,1.18,6.14
35,1,23797.29,4,0,2,14807.83,2,1,110953.0,0,402,0,1,1,8,1,0,0,79,63,41,22,High Risk,1.5,4.66
46,1,84559.5,1,0,3,132659.47,2,6,173416.78,3,821,0,2,1,8,8,0,0,40,55,80,-25,Low Risk,0.68,2.05
27,1,53915.68,1,1,2,17373.14,1,10,226657.32,3,394,2,1,1,1,2,1,4,66,87,40,47,High Risk,2.12,4.2
65,1,16435.32,4,3,1,218320.62,1,4,69703.81,1,641,2,2,1,7,1,1,3,25,34,75,-41,Low Risk,0.45,4.24
51,1,37263.42,2,1,0,136450.43,3,9,67883.9,0,301,2,1,1,9,6,1,4,78,42,57,-15,Low Risk,0.72,1.82
37,0,22939.88,1,3,1,241082.24,0,10,70339.47,2,620,0,2,1,10,1,1,2,15,63,58,5,Medium Risk,1.07,3.07
37,1,150478.47,3,0,0,211952.55,1,9,46224.3,3,836,0,2,0,7,10,0,3,17,56,98,-42,Low Risk,0.57,0.31
55,1,231880.57,1,0,2,169668.55,3,8,112895.95,1,774,0,1,0,4,7,0,3,75,61,85,-24,Low Risk,0.71,0.49
56,0,70427.05,4,2,0,162319.12,2,4,132029.26,2,335,0,1,0,7,2,1,2,34,62,65,-3,Medium Risk,0.94,1.87
47,1,30985.3,2,1,1,190928.39,1,1,94386.27,0,632,2,0,0,10,2,0,0,60,58,41,17,Medium Risk,1.38,3.05
42,0,45676.48,2,1,2,209209.09,1,2,224604.6,1,476,2,1,1,3,6,0,2,43,80,42,38,High Risk,1.86,4.92
27,0,21116.12,1,0,1,69252.62,2,8,100367.67,0,708,3,0,0,8,1,1,4,69,62,59,3,Medium Risk,1.03,4.75
78,0,25833.19,3,3,1,70387.11,0,2,27802.06,0,678,2,2,1,5,7,0,1,62,53,56,-3,Medium Risk,0.93,1.08
34,0,147722.16,2,2,2,66606.74,3,4,109223.41,2,389,3,1,1,0,5,1,2,58,69,58,11,Medium Risk,1.17,0.74
76,0,16648.66,1,2,1,68320.32,2,3,210838.07,1,440,2,1,1,7,6,1,4,40,65,55,10,Medium Risk,1.16,12.66
29,1,136842.94,2,2,3,180437.05,0,2,42411.83,0,679,2,1,1,10,9,0,2,26,70,62,8,Medium Risk,1.11,0.31
68,0,16073.18,4,2,2,117327.44,0,2,53682.49,0,643,1,2,0,7,6,1,1,22,72,52,20,Medium Risk,1.36,3.34
67,5,227388.77,3,2,0,110965.82,2,3,194815.6,1,543,3,2,1,3,8,1,3,92,55,82,-27,Low Risk,0.66,0.86
66,0,18321.75,4,1,1,156485.35,2,4,142241.79,0,499,3,1,0,3,6,0,2,83,62,59,3,Medium Risk,1.03,7.76
80,1,51048.52,1,2,0,201682.5,3,2,52942.84,1,574,2,0,1,6,2,1,4,48,28,58,-30,Low Risk,0.47,1.04
25,1,117872.89,4,3,0,145861.04,1,5,196588.78,0,807,1,2,1,8,4,1,0,74,42,90,-48,Low Risk,0.46,1.67
65,2,29143.46,2,1,3,140035.75,3,8,30393.34,0,435,2,0,0,9,1,0,2,91,55,52,3,Medium Risk,1.04,1.04
81,0,122367.59,2,1,2,239002.25,1,7,75912.88,2,507,2,0,0,8,3,1,3,34,53,63,-10,Low Risk,0.83,0.62
47,1,129417.39,4,3,3,245694.34,0,8,92525.41,2,799,2,2,1,4,7,1,4,27,53,91,-38,Low Risk,0.58,0.71
81,1,135305.94,4,0,1,55235.41,3,6,29811.79,2,728,1,2,0,4,6,0,3,50,35,88,-53,Low Risk,0.39,0.22
84,1,44043.5,4,3,2,161941.01,0,10,122291.25,0,531,0,0,1,3,5,1,1,43,67,49,18,Medium Risk,1.34,2.78
64,1,93111.18,2,0,1,94630.91,0,10,176600.67,1,345,1,2,0,5,4,0,0,92,100,38,62,High Risk,2.56,1.9
51,0,104723.05,4,2,2,106757.88,0,3,151960.43,0,694,0,1,0,0,4,0,2,49,96,58,38,High Risk,1.63,1.45
64,0,191797.77,4,1,1,223901.82,0,2,42492.02,0,544,1,2,0,0,8,0,2,21,77,60,17,Medium Risk,1.26,0.22
37,0,207922.67,1,0,0,209913.58,1,3,193082.11,3,456,0,1,1,6,1,0,4,23,72,64,8,Medium Risk,1.11,0.93
45,1,31875.85,1,1,1,211793.39,0,2,79166.29,1,388,0,0,1,9,10,0,1,10,83,34,49,High Risk,2.37,2.48
37,1,39704.8,4,3,0,8130.36,1,7,33547.49,2,775,0,0,1,6,3,0,0,99,27,61,-34,Low Risk,0.44,0.84
78,1,145568.01,2,1,1,126120.38,0,1,214833.11,2,565,0,2,0,2,7,1,0,42,95,45,50,High Risk,2.07,1.48
29,6,163205.39,4,3,3,6843.65,0,3,176300.4,2,522,2,1,1,10,0,1,0,85,83,60,23,High Risk,1.36,1.08
76,1,152565.37,4,1,2,126864.36,0,1,35283.09,2,662,0,2,0,10,1,1,1,25,56,81,-25,Low Risk,0.68,0.23
61,1,47271.77,3,2,3,172336.39,3,7,164334.98,0,339,1,1,1,8,3,0,1,81,64,54,10,Medium Risk,1.16,3.48
85,0,129413.58,2,2,2,167464.35,3,3,102784.85,0,349,1,0,1,4,7,1,2,7,59,60,-1,Medium Risk,0.97,0.79
54,1,128123.54,2,3,0,9565.69,1,6,150018.02,2,422,0,2,0,1,5,0,2,30,73,51,22,High Risk,1.4,1.17
28,1,216768.8,2,2,0,162880.27,0,4,191256.4,0,352,3,0,0,10,7,1,1,17,96,56,40,High Risk,1.68,0.88
46,1,247907.58,3,2,1,189099.19,3,2,196172.58,0,555,0,2,0,2,10,1,3,13,77,63,14,Medium Risk,1.2,0.79
66,1,199024.16,4,3,2,67768.33,1,2,34454.55,2,529,2,1,0,5,1,1,0,11,41,72,-31,Low Risk,0.56,0.17
58,1,57714.84,1,3,0,131817.1,2,5,225445.94,0,691,1,2,1,8,0,1,3,25,33,77,-44,Low Risk,0.42,3.91
60,0,151845.9,3,2,2,11938.77,2,10,36788.34,3,352,3,1,1,2,2,0,4,96,60,71,-11,Low Risk,0.83,0.24
69,0,90656.39,2,1,1,11246.59,0,10,118968.8,1,496,2,1,0,8,5,1,3,88,85,44,41,High Risk,1.89,1.31
48,1,235534.12,2,0,2,189932.98,1,3,33519.74,2,832,3,1,1,4,1,1,2,35,30,100,-70,Low Risk,0.3,0.14
45,1,152339.45,1,2,3,49875.16,2,10,55232.05,3,489,2,2,0,6,8,0,1,16,75,69,6,Medium Risk,1.07,0.36
83,0,124188.09,3,2,2,239186.8,0,9,119524.65,1,349,3,2,1,4,6,0,2,64,98,62,36,High Risk,1.56,0.96
30,0,202027.46,3,1,3,88230.86,1,8,7524.72,2,385,0,2,0,8,8,0,3,34,88,72,16,Medium Risk,1.21,0.04
70,1,176915.18,4,2,2,29680.45,3,5,158139.21,3,496,2,1,0,3,7,0,2,71,71,69,2,Medium Risk,1.01,0.89
59,1,34515.44,2,2,3,239606.51,2,7,52467.08,2,444,0,2,1,2,4,0,4,86,56,54,2,Medium Risk,1.02,1.52
37,3,32014.2,3,2,3,113590.41,2,2,96859.91,3,522,0,2,0,9,1,1,1,37,62,59,3,Medium Risk,1.03,3.03
68,0,173741.26,4,2,2,44502.64,1,6,99740.89,2,595,1,0,1,10,6,1,2,22,56,69,-13,Low Risk,0.8,0.57
52,0,48412.66,1,2,1,16444.61,1,1,242924.07,3,690,2,2,0,10,5,1,3,10,78,53,25,High Risk,1.44,5.02
25,0,144278.3,4,2,2,113968.45,1,7,48313.12,3,658,1,0,0,7,5,0,3,76,63,74,-11,Low Risk,0.84,0.33
75,1,146541.58,3,3,0,171451.98,2,9,217431.49,0,578,2,1,1,8,1,0,0,26,46,71,-25,Low Risk,0.64,1.48
44,0,111927.86,3,1,0,156564.09,1,3,144945.69,3,833,2,1,1,2,0,0,4,57,46,84,-38,Low Risk,0.54,1.29
82,1,187531.57,2,0,0,137455.21,1,8,62175.82,3,558,2,2,0,8,9,1,1,70,61,77,-16,Low Risk,0.78,0.33
73,5,190678.41,1,1,0,49833.45,2,4,7162.64,2,648,1,0,1,1,5,1,1,14,18,69,-51,Low Risk,0.26,0.04
79,0,148572.3,4,3,3,164026.91,1,2,203670.55,2,408,1,0,1,9,3,0,2,94,71,68,3,Medium Risk,1.03,1.37
38,1,225070.95,3,1,3,181660.9,0,9,46678.01,0,500,2,0,1,3,7,1,2,7,62,62,0,Medium Risk,0.98,0.21
38,1,62583.88,3,1,1,187070.83,2,7,55498.27,2,303,3,0,0,8,9,0,1,8,63,64,-1,Medium Risk,0.97,0.89
69,1,104463.57,2,2,3,104793.85,2,3,225617.77,0,698,1,1,1,9,4,0,1,30,53,75,-22,Low Risk,0.7,2.16
68,1,156529.21,4,2,3,194933.28,1,2,59308.14,0,755,3,2,0,6,9,0,2,80,58,95,-37,Low Risk,0.6,0.38
49,0,190970.31,4,1,2,38696.27,0,8,108861.34,1,707,3,0,1,1,8,1,4,72,79,69,10,Medium Risk,1.13,0.57
59,1,177863.35,2,1,1,111148.32,3,6,196899.27,0,493,3,2,0,2,0,0,3,45,65,65,0,Medium Risk,0.98,1.11
20,0,121048.89,1,2,1,172138.51,0,4,126492.65,3,343,1,1,1,0,3,1,2,95,99,44,55,High Risk,2.2,1.04
76,0,168156.76,2,2,2,109710.43,0,3,191973.92,1,585,1,2,0,1,6,1,1,94,94,53,41,High Risk,1.74,1.14
21,0,241480.8,1,0,1,99258.06,2,3,127398.7,2,428,0,1,0,9,1,0,0,16,82,59,23,High Risk,1.37,0.53
39,1,198335.97,4,2,3,113.36,0,10,65584.94,2,321,1,2,0,2,10,0,4,91,100,54,46,High Risk,1.82,0.33
48,0,127137.33,2,1,2,104404.19,2,2,202642.34,0,699,0,0,1,2,7,0,4,73,66,59,7,Medium Risk,1.1,1.59
56,2,86181.62,1,0,0,108307.34,0,6,22833.14,3,593,3,1,1,3,5,1,3,30,52,56,-4,Medium Risk,0.91,0.26
34,0,193595.82,1,3,1,122592.89,3,1,75526.84,0,468,2,2,0,7,6,1,0,9,63,63,0,Medium Risk,0.98,0.39
81,0,168933.72,1,2,3,219082.98,2,6,56048.74,2,566,1,1,1,8,1,1,2,66,40,81,-41,Low Risk,0.49,0.33
19,1,189096.0,4,1,3,61441.82,3,9,232251.9,3,816,1,2,1,8,7,1,2,54,60,99,-39,Low Risk,0.6,1.23
81,1,241340.56,4,2,0,124347.52,0,4,24890.33,0,344,1,0,0,2,3,0,3,31,72,65,7,Medium Risk,1.09,0.1
49,1,237210.67,4,3,1,234679.16,2,8,2498.22,2,634,0,0,1,9,0,0,3,1,32,95,-63,Low Risk,0.33,0.01
44,0,87490.66,1,1,1,68149.5,0,6,132691.93,3,613,2,2,1,5,0,0,1,73,69,49,20,Medium Risk,1.38,1.52
47,0,19618.75,4,3,2,160139.82,3,3,71042.88,1,515,1,2,0,10,6,0,4,6,56,65,-9,Medium Risk,0.85,3.62
48,1,31875.54,2,2,3,225600.22,1,9,37820.9,1,575,1,0,0,8,0,1,0,0,62,40,22,High Risk,1.51,1.19
25,1,144915.78,2,3,0,194413.39,0,5,221550.2,3,316,2,0,1,10,1,1,0,45,80,57,23,High Risk,1.38,1.53
30,0,13286.18,2,1,1,113413.96,1,7,51983.42,1,481,3,1,1,2,10,0,3,13,75,42,33,High Risk,1.74,3.91
23,1,247738.0,3,1,3,165394.98,1,9,206054.75,1,315,2,0,1,0,6,0,2,52,100,54,46,High Risk,1.82,0.83
68,4,239883.08,4,2,0,40238.04,3,8,209084.77,2,595,0,0,1,0,2,1,0,67,69,62,7,Medium Risk,1.1,0.87
