age,gender,income,education_level,marital_status,mental_health_condition,savings_amount,employment_status,family_size,debt_amount,physical_activity_level,credit_score,sleep_quality,risk_tolerance,insurance_coverage,social_support_network,stress_level,access_to_healthcare,financial_goals,resilience_score,calculated_risk_score,calculated_resilience_score,net_risk_score,risk_category,risk_resilience_ratio,debt_to_income_ratio
52,1,123732.98,1,3,3,16456.1,3,4,112639.62,1,463,1,1,1,8,8,1,2,93,48,62,-14,Low Risk,0.76,0.91
84,0,50402.85,4,1,1,247064.11,1,5,70810.7,2,408,3,2,0,7,9,0,1,64,70,69,1,Medium Risk,1.0,1.4
40,1,231530.86,2,0,2,244855.27,3,6,221103.83,0,590,2,2,0,3,4,1,1,2,64,67,-3,Medium Risk,0.94,0.95
67,1,31540.21,1,0,1,159758.11,0,5,183378.91,2,752,3,1,0,8,3,0,4,74,73,68,5,Medium Risk,1.06,5.81
44,1,182308.03,4,2,2,60752.65,1,9,123579.59,3,744,3,2,1,0,5,0,4,14,69,80,-11,Low Risk,0.85,0.68
46,1,40088.39,2,0,3,65364.46,2,8,35436.69,2,820,2,0,1,2,4,1,3,49,30,74,-44,Low Risk,0.4,0.88
44,0,109660.3,4,2,0,110813.08,3,3,39801.27,3,576,1,0,0,9,8,0,0,44,51,68,-17,Low Risk,0.74,0.36
44,1,106524.68,4,3,0,155350.08,2,3,120448.04,2,624,0,0,1,5,8,0,2,92,43,74,-31,Low Risk,0.57,1.13
30,1,193234.63,3,3,2,226115.91,0,1,87438.14,3,799,1,2,1,0,3,1,0,10,59,80,-21,Low Risk,0.73,0.45
36,0,114171.03,1,2,3,129481.16,2,10,156178.04,1,615,2,2,1,1,0,0,3,3,69,61,8,Medium Risk,1.11,1.37
62,0,133306.49,1,2,2,119489.8,1,8,181866.92,1,784,2,1,0,5,9,0,4,43,84,73,11,Medium Risk,1.14,1.36
44,0,203002.87,4,1,2,227698.47,1,7,234652.16,2,695,1,0,0,8,10,0,1,83,82,81,1,Medium Risk,1.0,1.16
60,0,51244.85,4,0,0,62993.16,2,2,231771.4,3,615,3,1,1,7,3,0,4,80,48,72,-24,Low Risk,0.66,4.52
55,0,99996.48,4,3,1,9993.32,3,6,160978.97,3,788,1,1,0,7,9,1,1,29,50,84,-34,Low Risk,0.59,1.61
61,0,130573.78,4,0,0,160986.39,1,2,21194.0,1,656,1,1,1,6,9,0,1,23,42,77,-35,Low Risk,0.54,0.16
23,0,63386.63,2,3,3,198121.46,0,2,235303.67,1,777,1,0,1,0,1,0,0,52,87,49,38,High Risk,1.74,3.71
58,0,226889.5,1,2,3,230838.6,0,3,53296.44,2,629,0,0,1,4,6,0,4,12,75,64,11,Medium Risk,1.15,0.23
30,1,140824.61,3,2,0,81627.56,0,1,234915.93,3,382,1,0,1,1,6,1,1,56,100,44,56,High Risk,2.22,1.67
31,0,186341.79,2,1,2,172728.42,1,7,241234.86,0,825,1,1,0,10,10,1,4,44,75,81,-6,Medium Risk,0.91,1.29
22,0,238577.05,1,3,1,79806.8,2,1,222621.86,0,342,2,2,0,3,5,1,0,7,85,55,30,High Risk,1.52,0.93
21,1,179605.95,4,1,3,72836.62,1,4,10806.15,1,667,3,1,0,7,9,1,4,75,57,78,-21,Low Risk,0.72,0.06
62,0,166281.1,1,0,0,16720.78,0,10,10434.58,1,431,3,2,1,9,5,0,3,22,66,59,7,Medium Risk,1.1,0.06
22,1,208191.55,3,3,2,202262.79,1,3,20355.93,3,833,1,0,1,3,6,1,4,69,39,100,-61,Low Risk,0.39,0.1
69,1,244873.77,1,1,1,65726.97,0,6,37690.91,1,718,0,0,1,10,5,1,0,96,40,74,-34,Low Risk,0.53,0.15
85,0,143398.03,4,1,3,92250.24,1,5,204308.62,2,574,0,0,1,9,8,1,4,78,72,65,7,Medium Risk,1.09,1.42
69,1,71283.34,1,1,1,30886.35,1,7,28462.52,1,440,0,1,1,7,1,0,3,21,46,48,-2,Medium Risk,0.94,0.4
68,0,46900.75,2,0,0,201680.6,1,1,34004.83,0,405,1,0,1,5,5,1,1,86,41,45,-4,Medium Risk,0.89,0.73
40,1,194595.9,4,3,0,167301.88,2,1,201499.22,0,610,3,1,0,0,10,0,2,35,66,75,-9,Medium Risk,0.87,1.04
49,1,94169.39,2,2,2,209952.75,3,4,227830.3,2,576,3,2,0,10,3,0,4,8,73,66,7,Medium Risk,1.09,2.42
48,0,66246.58,3,1,2,135969.97,3,3,28855.05,2,402,0,1,0,1,10,1,1,27,57,54,3,Medium Risk,1.04,0.44
32,0,8499.83,3,2,0,172338.76,0,10,87904.88,2,768,2,0,1,1,7,0,3,82,77,55,22,High Risk,1.38,10.34
77,1,131926.0,3,0,3,154923.49,3,10,125684.09,0,803,0,0,1,5,7,0,2,59,50,83,-33,Low Risk,0.6,0.95
36,0,140963.27,4,3,0,161863.36,3,1,22703.09,1,844,0,1,0,10,7,0,2,50,36,100,-64,Low Risk,0.36,0.16
40,1,124282.45,4,3,1,71980.84,0,2,75583.21,3,679,2,1,0,0,10,0,3,10,78,65,13,Medium Risk,1.18,0.61
73,0,49105.69,4,2,2,153966.2,3,1,102024.23,1,586,2,2,1,8,0,1,3,92,51,67,-16,Low Risk,0.75,2.08
51,1,99469.16,2,1,3,197197.54,3,8,151985.24,0,651,3,1,0,0,8,0,0,38,70,57,13,Medium Risk,1.21,1.53
56,1,170072.2,1,2,0,195322.42,2,10,204058.21,1,655,0,1,1,6,9,1,1,73,60,77,-17,Low Risk,0.77,1.2
24,0,96899.73,3,0,1,247613.44,1,7,167761.36,2,358,0,0,0,2,9,0,4,31,100,44,56,High Risk,2.22,1.73
79,0,237126.32,3,1,2,33494.15,1,8,94066.04,2,624,1,1,0,9,7,1,0,73,59,72,-13,Low Risk,0.81,0.4
56,0,119103.97,1,0,2,94650.91,2,4,123233.35,0,587,0,0,1,5,0,0,1,71,56,49,7,Medium Risk,1.12,1.03
36,1,202970.85,4,0,0,48584.18,0,3,157888.51,2,311,3,0,1,4,2,1,4,58,75,62,13,Medium Risk,1.19,0.78
62,1,130102.97,2,2,1,52982.08,0,3,236457.64,1,493,2,1,0,1,2,0,1,3,100,44,56,High Risk,2.22,1.82
44,1,131451.53,3,0,3,68437.72,1,7,175074.66,2,468,2,2,0,10,2,0,1,92,81,62,19,Medium Risk,1.29,1.33
53,1,202316.54,3,1,2,205699.37,1,7,246691.46,0,715,3,1,1,0,9,1,3,27,61,84,-23,Low Risk,0.72,1.22
72,1,241647.56,3,0,1,59239.15,1,1,46450.41,0,398,0,0,0,5,2,0,3,49,68,63,5,Medium Risk,1.06,0.19
52,1,5514.25,3,2,1,163321.68,1,1,183224.79,2,636,1,1,1,8,7,1,2,90,64,60,4,Medium Risk,1.05,33.22
56,0,205575.48,2,3,3,186113.69,0,8,155407.83,0,830,1,0,1,2,5,1,3,77,66,85,-19,Low Risk,0.77,0.76
83,1,202318.92,2,3,0,184786.56,1,2,143072.01,3,492,2,0,0,9,7,0,2,65,62,74,-12,Low Risk,0.83,0.71
23,1,167666.7,4,0,0,17039.36,1,10,241819.05,1,459,3,2,1,10,7,1,1,38,85,64,21,High Risk,1.31,1.44
81,1,184198.7,1,2,2,215227.07,0,3,24163.05,3,578,0,0,1,3,7,0,3,67,67,59,8,Medium Risk,1.12,0.13
76,5,43299.82,1,1,1,70342.18,1,6,141072.23,1,825,2,0,0,2,8,0,3,91,69,62,7,Medium Risk,1.1,3.26
73,0,93750.57,1,0,0,227074.2,1,7,154748.92,2,628,2,1,0,5,0,1,2,77,56,59,-3,Medium Risk,0.93,1.65
57,0,174803.09,2,2,1,182449.06,1,6,71106.34,2,469,0,1,0,2,8,1,3,81,82,59,23,High Risk,1.37,0.41
33,0,125287.06,2,0,2,202579.73,2,2,152079.83,2,436,3,1,0,3,9,1,3,42,79,61,18,Medium Risk,1.27,1.21
33,0,76307.08,1,2,2,116028.56,0,7,223202.15,1,472,3,0,1,1,6,1,3,35,100,38,62,High Risk,2.56,2.93
24,1,157138.47,1,0,1,187045.81,2,2,110081.79,3,831,3,1,0,0,9,0,4,51,69,83,-14,Low Risk,0.82,0.7
49,0,68997.07,4,0,0,143479.66,3,3,243584.54,2,371,0,1,0,4,3,0,0,91,78,54,24,High Risk,1.42,3.53
26,0,17246.17,3,3,2,21994.56,0,9,194955.79,1,331,0,0,0,0,5,1,3,19,100,30,70,High Risk,3.23,11.3
45,1,122187.92,2,1,1,18975.97,2,10,51481.29,2,449,1,1,1,10,8,1,4,75,52,63,-11,Low Risk,0.81,0.42
28,0,35470.81,1,3,0,218435.79,2,5,237849.63,1,553,1,1,1,1,10,1,1,92,62,52,10,Medium Risk,1.17,6.71
34,0,217047.79,3,3,1,8332.13,2,1,99137.64,1,848,3,1,1,8,5,0,2,16,40,98,-58,Low Risk,0.4,0.46
55,0,10576.63,4,3,0,33035.79,0,10,77861.48,1,483,3,2,1,5,10,0,2,7,71,51,20,Medium Risk,1.37,7.36
56,1,93091.36,1,1,2,149714.98,0,3,121120.08,2,310,1,2,1,4,6,1,3,81,74,49,25,High Risk,1.48,1.3
20,1,127758.25,2,1,2,142525.62,2,1,229891.6,0,603,3,2,0,8,1,0,3,22,73,66,7,Medium Risk,1.09,1.8
76,0,243565.79,3,3,2,157490.13,1,2,93270.51,0,552,0,1,0,2,2,0,2,51,67,70,-3,Medium Risk,0.94,0.38
41,0,121957.51,3,0,1,220185.67,1,4,215957.74,3,397,0,1,0,9,6,0,2,28,100,64,36,High Risk,1.54,1.77
38,1,192194.55,2,1,1,82249.43,3,7,233279.22,2,619,1,0,1,0,0,1,0,52,48,57,-9,Medium Risk,0.83,1.21
83,0,197132.02,3,1,0,128470.95,3,5,221637.91,1,411,2,2,0,1,6,1,0,25,62,63,-1,Medium Risk,0.97,1.12
49,4,44105.18,3,2,2,200718.57,0,4,70556.61,2,515,3,1,1,2,7,1,2,5,82,50,32,High Risk,1.61,1.6
28,0,11617.03,3,0,3,119331.45,2,5,178976.66,0,624,1,1,0,1,5,0,2,60,72,49,23,High Risk,1.44,15.41
69,0,102803.8,3,0,2,191382.51,3,10,20125.6,3,660,2,0,1,5,5,0,1,26,37,84,-47,Low Risk,0.44,0.2
48,0,102559.15,2,1,2,83993.2,3,2,227879.24,0,749,0,0,0,6,1,1,3,59,58,63,-5,Medium Risk,0.91,2.22
23,1,12672.23,1,1,2,225252.72,3,10,81800.88,3,635,0,1,0,1,8,0,1,76,75,46,29,High Risk,1.6,6.45
54,0,240660.46,4,3,2,16643.53,2,5,153620.52,3,446,1,0,1,8,4,1,0,85,50,77,-27,Low Risk,0.64,0.64
85,0,138748.01,2,1,3,127524.17,2,1,85812.69,1,500,0,0,0,3,0,0,2,81,55,55,0,Medium Risk,0.98,0.62
46,0,135116.36,2,2,2,137130.11,3,1,87991.55,3,320,1,1,1,10,1,0,4,69,63,63,0,Medium Risk,0.98,0.65
80,1,13987.98,3,3,0,195138.47,3,4,63351.89,0,605,2,2,1,5,7,1,4,43,18,71,-53,Low Risk,0.25,4.53
25,0,196113.03,2,1,2,100411.64,2,9,131903.01,1,808,1,1,0,10,1,1,0,45,54,85,-31,Low Risk,0.63,0.67
83,1,106994.71,1,2,0,246825.27,0,8,222473.12,2,408,3,0,0,3,2,1,0,52,91,46,45,High Risk,1.94,2.08
24,1,202033.11,2,0,0,188080.69,2,3,202672.77,3,400,3,2,0,1,5,0,0,84,80,64,16,Medium Risk,1.23,1.0
61,0,181106.9,3,1,1,213299.69,3,10,153342.74,2,630,0,2,1,9,9,1,4,47,59,84,-25,Low Risk,0.69,0.85
20,1,165853.18,1,2,0,35420.74,2,2,159858.2,0,649,3,2,1,3,8,1,4,3,56,59,-3,Medium Risk,0.93,0.96
37,0,69636.77,3,1,3,58989.74,0,9,202654.48,1,430,1,0,0,1,2,0,3,42,100,35,65,High Risk,2.78,2.91
47,1,96782.89,4,0,2,232427.16,0,8,195815.34,2,751,2,0,1,5,7,0,0,34,81,66,15,Medium Risk,1.21,2.02
75,0,126020.36,3,0,2,157629.19,3,8,24322.82,0,590,2,0,1,7,9,0,2,13,50,70,-20,Low Risk,0.7,0.19
24,1,157473.12,4,3,0,116864.56,0,7,219793.42,1,474,1,0,0,5,10,0,2,85,100,56,44,High Risk,1.75,1.4
47,1,214580.33,1,0,1,179886.77,1,10,14384.65,2,707,3,2,1,10,1,0,3,25,47,91,-44,Low Risk,0.51,0.07
24,1,89227.93,4,3,1,4104.53,1,2,189503.63,2,425,1,1,1,3,1,1,0,15,71,41,30,High Risk,1.69,2.12
30,0,70549.57,4,1,3,142747.52,1,5,108156.72,2,405,0,0,1,8,3,0,3,39,75,53,22,High Risk,1.39,1.53
81,1,53311.55,4,1,1,231269.07,0,4,141700.49,3,371,2,2,1,1,8,0,1,97,85,58,27,High Risk,1.44,2.66
31,1,203192.88,2,1,2,2044.18,3,5,77567.61,3,502,1,2,1,7,4,1,1,56,38,70,-32,Low Risk,0.54,0.38
25,1,141463.32,4,1,0,123140.79,3,8,165290.28,1,325,3,2,0,5,2,1,0,35,67,62,5,Medium Risk,1.06,1.17
61,0,103225.79,4,2,1,187809.44,0,2,26708.94,3,665,0,2,0,0,4,1,1,78,70,69,1,Medium Risk,1.0,0.26
44,1,38244.03,4,0,2,64430.18,2,2,4688.08,1,721,1,0,0,9,4,0,2,23,36,73,-37,Low Risk,0.49,0.12
40,1,24628.35,2,0,2,201205.36,2,7,111484.01,1,809,1,2,0,6,0,0,3,28,48,80,-32,Low Risk,0.59,4.53
66,1,62055.04,2,3,0,198465.66,2,2,100380.73,1,732,1,0,0,9,6,0,3,10,37,77,-40,Low Risk,0.47,1.62
74,3,93248.0,4,0,2,132864.97,2,3,220585.23,3,532,3,0,0,2,2,1,3,52,71,67,4,Medium Risk,1.04,2.37
39,1,33642.94,3,0,1,145843.46,1,4,239212.63,0,548,3,2,0,0,0,1,2,33,80,45,35,High Risk,1.74,7.11
62,6,194556.13,2,3,3,72059.14,3,7,167381.19,3,466,3,2,0,8,8,1,3,17,70,80,-10,Low Risk,0.86,0.86
59,1,7721.21,3,2,3,120456.2,0,8,146249.23,2,389,3,1,0,6,4,0,3,58,100,50,50,High Risk,1.96,18.94
65,1,158787.41,1,3,3,217877.91,3,8,66129.49,0,392,2,0,0,5,5,1,3,72,48,69,-21,Low Risk,0.69,0.42
50,1,221623.1,2,3,0,86572.26,3,6,77361.49,3,655,3,2,0,6,2,0,0,64,31,92,-61,Low Risk,0.33,0.35
20,1,109249.03,2,2,3,100164.62,3,7,50407.47,3,615,2,1,1,5,9,1,0,78,52,65,-13,Low Risk,0.79,0.46
21,0,102947.63,2,0,1,215523.18,0,9,248612.1,0,758,0,0,1,7,2,0,3,45,100,61,39,High Risk,1.61,2.41
73,1,224439.03,3,3,0,130895.38,1,1,92501.72,2,850,2,1,1,7,6,1,3,86,28,100,-72,Low Risk,0.28,0.41
38,1,189566.47,1,1,2,20040.34,1,10,155196.55,3,633,0,0,1,10,9,0,1,1,76,56,20,Medium Risk,1.33,0.82
49,0,94682.82,3,2,3,232598.25,0,1,195696.07,3,533,3,2,0,7,8,0,0,11,100,52,48,High Risk,1.89,2.07
74,0,55662.65,3,2,3,13275.03,2,4,178122.99,2,474,2,0,0,0,4,0,2,80,75,50,25,High Risk,1.47,3.2
47,0,165317.22,2,1,2,215597.69,2,1,64291.71,0,348,1,2,1,2,10,0,1,18,66,66,0,Medium Risk,0.99,0.39
75,0,38716.93,3,3,3,81000.9,2,8,154675.53,0,692,1,2,1,4,4,1,3,42,41,73,-32,Low Risk,0.55,3.99
44,1,65463.1,3,2,1,86404.9,2,2,135903.5,2,772,1,0,1,6,8,1,3,33,43,77,-34,Low Risk,0.55,2.08
49,0,92628.3,4,1,0,39288.39,1,8,63714.45,1,707,1,0,1,1,2,1,0,33,44,54,-10,Low Risk,0.8,0.69
60,5,234215.84,1,1,0,56389.86,0,7,95517.82,3,542,0,1,0,8,9,0,1,1,81,60,21,High Risk,1.33,0.41
22,2,19382.41,1,2,2,16182.34,0,1,77731.92,0,649,2,2,1,5,7,1,3,50,86,31,55,High Risk,2.69,4.01
30,0,97961.85,1,0,1,214055.85,1,9,202405.18,1,374,0,2,0,4,7,0,1,57,100,45,55,High Risk,2.17,2.07
41,1,132245.09,1,2,2,19775.03,3,1,27124.92,1,714,2,0,1,9,10,1,1,19,35,71,-36,Low Risk,0.49,0.21
76,1,50519.45,2,2,2,6013.13,1,7,146011.39,1,660,0,0,1,6,8,1,2,4,60,55,5,Medium Risk,1.07,2.89
54,1,163348.41,4,2,3,65631.84,2,3,117917.14,1,803,0,2,0,4,6,1,4,89,50,94,-44,Low Risk,0.53,0.72
31,1,126718.13,3,1,2,107657.44,3,9,13737.06,2,636,3,2,0,6,10,1,2,9,48,80,-32,Low Risk,0.59,0.11
42,0,74726.53,1,0,0,64968.52,3,4,107909.41,3,374,0,0,0,9,9,0,0,30,75,45,30,High Risk,1.63,1.44
61,0,99957.7,1,1,1,118156.56,2,7,3047.08,2,640,1,0,1,0,9,1,2,93,31,64,-33,Low Risk,0.48,0.03
44,7,18558.34,1,0,3,77014.85,3,2,238516.74,3,564,1,1,0,7,10,1,2,11,79,45,34,High Risk,1.72,12.85
45,0,234067.72,2,0,0,32820.12,3,6,123843.71,0,683,1,0,1,8,7,0,0,86,45,65,-20,Low Risk,0.68,0.53
71,1,35785.78,1,1,2,59788.97,2,8,55482.89,2,560,0,1,1,7,10,1,4,22,47,54,-7,Medium Risk,0.85,1.55
67,1,207333.16,2,2,1,86449.48,2,2,84672.85,2,331,1,2,0,9,5,0,2,22,59,76,-17,Low Risk,0.77,0.41
71,0,35820.04,3,2,3,112952.18,0,2,3910.2,2,525,3,1,1,6,2,1,3,41,57,61,-4,Medium Risk,0.92,0.11
36,5,71979.14,2,1,2,77734.1,3,3,53264.52,2,457,3,2,1,5,8,1,4,60,52,61,-9,Medium Risk,0.84,0.74
40,0,55679.52,1,0,1,175452.62,0,6,237148.16,1,832,2,1,0,9,7,1,3,39,85,70,15,Medium Risk,1.2,4.26
59,0,104410.81,1,0,1,107324.67,3,2,179957.35,1,712,1,0,1,5,6,1,2,47,46,70,-24,Low Risk,0.65,1.72
56,0,26331.18,4,3,1,78486.63,2,1,141396.3,1,610,2,1,0,8,4,0,3,72,54,68,-14,Low Risk,0.78,5.37
85,1,244857.3,1,3,3,219526.35,0,2,76980.36,0,732,2,1,1,2,7,0,3,91,58,79,-21,Low Risk,0.72,0.31
73,1,66127.64,3,3,3,141338.62,1,5,229647.1,0,534,1,1,1,5,10,0,1,74,70,58,12,Medium Risk,1.19,3.47
75,0,41641.55,3,3,3,203633.96,1,8,46994.41,1,516,1,0,0,2,6,0,4,44,62,52,10,Medium Risk,1.17,1.13
33,1,19136.36,3,0,1,80748.92,0,1,149513.69,1,631,2,2,0,10,3,1,2,98,82,46,36,High Risk,1.74,7.81
32,0,184838.39,4,2,1,32300.39,0,7,182159.3,2,352,0,2,1,1,7,1,4,50,100,52,48,High Risk,1.89,0.99
42,0,27519.43,4,1,3,812.17,3,9,170457.41,0,315,0,0,1,10,4,0,4,44,75,41,34,High Risk,1.79,6.19
44,1,245846.88,2,0,1,57201.46,2,6,157636.84,2,545,3,2,1,1,4,1,3,67,54,72,-18,Low Risk,0.74,0.64
24,1,186000.79,4,2,2,222956.61,2,1,199113.56,2,523,2,0,0,2,0,1,4,39,80,64,16,Medium Risk,1.23,1.07
21,0,17335.25,1,0,1,35866.28,0,4,105586.83,2,664,2,0,1,4,6,1,2,73,82,39,43,High Risk,2.05,6.09
60,0,18935.45,1,2,0,26288.49,0,8,874.41,0,530,2,1,0,6,9,1,3,95,75,39,36,High Risk,1.88,0.05
48,1,132345.65,2,2,0,200318.38,1,2,84213.62,3,489,0,0,1,3,0,1,1,79,53,54,-1,Medium Risk,0.96,0.64
74,1,121956.73,2,0,3,81524.17,2,10,99328.77,2,370,3,1,1,8,0,1,2,59,49,74,-25,Low Risk,0.65,0.81
84,1,240652.53,4,3,2,182006.51,1,8,240301.16,3,606,3,1,1,0,6,1,4,94,62,89,-27,Low Risk,0.69,1.0
77,0,202334.13,4,3,0,162919.29,0,7,71064.1,3,721,0,2,1,0,10,0,4,49,61,92,-31,Low Risk,0.66,0.35
59,0,113278.36,4,2,1,26066.85,0,5,141401.49,3,832,1,1,1,2,2,1,2,97,66,80,-14,Low Risk,0.81,1.25
51,0,157793.88,1,0,0,126303.1,1,10,94680.06,2,554,1,2,0,6,4,0,3,19,66,61,5,Medium Risk,1.06,0.6
46,0,99488.17,1,2,1,193541.46,1,3,203584.0,1,795,1,0,0,5,7,1,2,38,75,61,14,Medium Risk,1.21,2.05
31,4,21022.96,2,0,0,61037.86,3,2,213449.21,0,749,1,1,0,3,7,1,0,92,64,46,18,Medium Risk,1.36,10.15
50,0,168279.71,2,1,3,204934.9,2,6,89356.36,3,640,3,1,0,5,1,1,0,19,37,77,-40,Low Risk,0.47,0.53
60,1,181454.69,4,3,2,19219.86,2,3,89309.62,2,424,0,0,0,9,7,1,0,63,51,68,-17,Low Risk,0.74,0.49
81,0,48472.1,2,2,0,223439.31,3,10,226225.17,0,591,0,2,0,0,2,1,4,18,74,48,26,High Risk,1.51,4.67
26,1,198018.89,4,0,3,175599.52,1,3,214283.11,0,736,1,1,1,2,9,1,2,50,74,75,-1,Medium Risk,0.97,1.08
56,1,10719.36,2,2,1,108241.16,3,9,58188.13,1,645,3,0,0,5,2,0,4,49,55,55,0,Medium Risk,0.98,5.43
77,1,60225.18,4,1,1,56842.66,2,10,27649.33,0,553,3,0,0,6,10,1,0,82,44,59,-15,Low Risk,0.73,0.46
51,1,20952.65,2,1,0,169807.22,2,6,227589.45,3,512,2,0,0,6,7,0,0,69,58,51,7,Medium Risk,1.12,10.86
69,1,77232.01,4,1,2,167839.41,1,4,84902.19,1,752,3,1,1,0,4,1,2,12,32,81,-49,Low Risk,0.39,1.1
76,1,1333.61,2,1,3,202640.13,2,6,121932.17,3,561,2,1,1,8,2,1,1,93,35,69,-34,Low Risk,0.5,91.36
24,1,121075.94,2,0,1,66877.74,3,2,155080.76,1,484,3,1,0,1,7,0,4,94,87,48,39,High Risk,1.78,1.28
75,3,106025.81,3,1,3,235754.39,2,10,139788.43,2,353,3,1,1,5,9,0,2,5,72,74,-2,Medium Risk,0.96,1.32
60,0,40505.43,2,0,1,91744.43,1,1,104527.81,2,665,1,0,0,6,3,1,1,88,65,50,15,Medium Risk,1.27,2.58
35,5,112547.23,2,0,1,144727.25,3,10,183926.84,1,777,1,1,0,2,8,0,4,74,80,75,5,Medium Risk,1.05,1.63
82,1,83054.07,2,3,0,50426.27,1,5,123786.06,1,302,0,0,0,3,3,0,2,12,66,48,18,Medium Risk,1.35,1.49
22,0,212014.23,3,3,1,60561.42,0,3,22572.76,0,742,1,1,0,9,9,0,1,98,77,81,-4,Medium Risk,0.94,0.11
66,1,233522.26,1,1,2,106371.7,1,1,64383.69,3,519,0,2,1,0,4,1,1,90,52,69,-17,Low Risk,0.74,0.28
78,0,33727.25,4,1,0,190337.92,3,5,46314.94,0,710,3,1,1,10,4,1,2,78,7,82,-75,Low Risk,0.08,1.37
83,1,59438.2,1,2,1,34951.67,3,10,210118.11,0,665,0,1,0,1,2,1,3,82,72,50,22,High Risk,1.41,3.54
79,1,62847.12,4,3,2,107159.48,2,6,8173.6,0,484,0,1,0,6,5,1,1,7,37,76,-39,Low Risk,0.48,0.13
41,1,239289.84,1,3,0,200434.37,1,5,206586.45,2,678,3,2,0,4,2,0,0,37,63,78,-15,Low Risk,0.8,0.86
53,0,8447.39,4,3,3,232675.91,1,10,174947.55,0,708,3,1,0,3,7,1,4,46,65,73,-8,Medium Risk,0.88,20.71
77,1,37256.68,2,2,3,160535.41,0,1,93792.79,1,341,0,1,1,6,5,1,1,19,77,44,33,High Risk,1.71,2.52
63,0,16502.54,3,2,2,204181.32,2,3,135014.08,2,626,3,1,0,9,3,0,1,37,58,71,-13,Low Risk,0.81,8.18
33,0,183297.61,4,1,2,173404.29,2,4,88271.27,2,677,2,1,1,2,6,0,1,21,50,81,-31,Low Risk,0.61,0.48
62,1,235126.87,4,1,1,206308.39,3,5,42976.95,0,423,2,0,0,0,10,1,1,90,46,75,-29,Low Risk,0.61,0.18
80,0,142654.82,1,2,2,214359.46,2,8,228768.24,0,491,3,0,0,6,7,0,1,30,88,63,25,High Risk,1.38,1.6
49,1,115940.67,4,3,1,225185.81,3,1,104796.42,2,828,2,0,0,8,1,1,4,79,41,98,-57,Low Risk,0.41,0.9
61,1,190122.6,4,2,1,117932.45,3,1,105956.74,0,470,1,0,1,1,3,1,3,30,57,64,-7,Medium Risk,0.88,0.56
64,0,140898.28,1,2,3,244032.26,3,9,205915.66,2,374,0,0,0,8,6,0,1,99,98,60,38,High Risk,1.61,1.46
82,0,114826.58,4,2,3,163277.83,1,8,115645.06,0,762,0,2,1,4,7,0,3,43,69,81,-12,Low Risk,0.84,1.01
75,0,174595.46,2,1,2,184639.96,1,7,215145.0,0,699,3,1,1,7,7,0,0,56,65,69,-4,Medium Risk,0.93,1.23
23,0,44298.94,3,1,2,54351.68,1,1,29811.24,3,716,1,2,1,0,7,1,3,52,54,57,-3,Medium Risk,0.93,0.67
75,0,164608.87,1,2,3,249761.14,3,5,208337.21,0,378,3,2,1,4,2,1,2,32,65,72,-7,Medium Risk,0.89,1.27
74,0,154610.87,4,3,3,171064.16,0,9,17039.42,2,518,0,1,0,10,8,1,0,54,72,74,-2,Medium Risk,0.96,0.11
36,1,122409.99,2,1,3,151141.86,0,5,31099.47,2,423,1,1,0,9,1,1,1,16,63,58,5,Medium Risk,1.07,0.25
48,1,103125.63,1,0,3,93464.89,1,4,131693.18,1,786,0,1,1,1,3,0,3,76,59,61,-2,Medium Risk,0.95,1.28
30,1,14275.12,4,2,2,119861.37,1,10,230691.69,2,695,2,0,0,6,1,0,0,81,92,54,38,High Risk,1.67,16.16
68,0,28798.07,4,3,0,196437.34,0,8,182778.93,2,628,0,1,0,3,2,0,0,48,77,52,25,High Risk,1.45,6.35
19,1,50980.42,2,2,3,83706.71,0,10,76968.9,2,552,2,1,0,1,5,1,0,85,97,30,67,High Risk,3.13,1.51
60,0,143966.59,1,3,2,94625.49,3,1,171276.76,1,578,0,0,1,1,3,0,2,4,64,48,16,Medium Risk,1.31,1.19
58,0,21303.4,2,0,1,204267.26,3,7,30310.73,3,588,3,0,0,9,9,1,2,9,47,60,-13,Low Risk,0.77,1.42
26,2,124545.24,4,3,0,33524.53,3,6,183145.9,3,431,1,2,0,0,10,1,1,20,74,63,11,Medium Risk,1.16,1.47
54,0,80592.15,4,2,1,106475.25,3,3,159079.86,1,536,3,2,0,8,4,0,1,43,69,70,-1,Medium Risk,0.97,1.97
28,0,232759.05,2,0,0,226862.46,0,5,123253.79,1,350,1,0,1,0,8,0,3,32,96,50,46,High Risk,1.88,0.53
18,1,84962.67,3,1,0,6731.78,1,8,121453.84,2,796,0,2,0,6,2,0,0,49,69,58,11,Medium Risk,1.17,1.43
85,0,40643.47,2,0,2,218978.75,0,1,238701.37,0,678,2,0,1,0,1,0,4,70,87,44,43,High Risk,1.93,5.87
76,0,87787.63,1,3,2,116879.63,2,8,123273.25,0,307,0,1,1,0,5,1,4,68,58,58,0,Medium Risk,0.98,1.4
81,1,54344.17,2,3,2,163954.1,3,4,102056.59,1,790,2,1,1,7,10,1,2,58,30,90,-60,Low Risk,0.33,1.88
27,2,123850.95,4,1,3,49983.33,0,3,93444.87,1,432,1,1,0,9,0,1,0,78,84,44,40,High Risk,1.87,0.75
28,0,144145.49,1,0,0,190291.29,2,2,76710.3,0,709,0,1,1,6,2,1,4,0,34,72,-38,Low Risk,0.47,0.53
